"occurrence_id","aircraft_id","registration","operator_id","equipment","manufacturer","model","engine_type","engines_amount","takeoff_max_weight..Lbs.","seatings_amount","year_manufacture","registration_country","registration_category","registration_aviation","origin_flight","destination_flight","operation_phase","type_operation","damage_level","fatalities_amount","classification","type.of.occurrence","localization","fu","country","aerodrome","occurrence_day","time","under_investigation","investigating_command","investigation_status","report_number","published_report","publication_day","recommendation_amount","aircrafts_involved","takeoff"
45866,1846,"PPGRZ",294,"AIRPLANE","AERO BOERO","AB-115","PISTON",1,1697,2,1993,"BRAZIL","PRI","INSTRUCTION","****","****","RUSH IN THE AIR","INSTRUCTION","SUBSTANTIAL",NA,"ACCIDENT","COLLISION AGAINST OBSTACLE DURING THE FLIGHT","DRACENA","SP","BRAZIL","****","2012-05-20","19:35:00","YES","SERIPA-4","FINISHED","",1,"2014-07-21",1,1,NA
45867,12306,"PPJFR",3992,"HELICOPTER","BELL HELICOPTER","206L-4","TURBOSHAFT",1,4448,7,2009,"BRAZIL","TPP","PRIVATE","****","****","LANDING","PRIVATE","LIGHT",NA,"SERIOUS INCIDENT","COLLISION AGAINST OBSTACLE DURING THE FLIGHT","SÃO PAULO","SP","BRAZIL","****","2012-05-18","15:00:00","YES","SERIPA-4","IN PROGRESS","UNDEFINED",NA,"",0,1,NA
45890,12996,"PRRLZ",4292,"AIRPLANE","CESSNA AIRCRAFT","172S","PISTON",1,2550,4,2005,"BRAZIL","PRI","INSTRUCTION","****","****","MANEUVER","INSTRUCTION","SUBSTANTIAL",NA,"ACCIDENT","LOSS OF COMPONENT DURING THE FLIGHT","IMBITUBA","SC","BRAZIL","****","2012-05-20","17:40:00","YES","SERIPA-5","FINISHED","",1,"2014-01-08",0,1,NA
45891,534,"PTVLU",3992,"AIRPLANE","NEIVA INDUSTRIA AERONAUTICA","EMB-810D","PISTON",2,4750,6,1990,"BRAZIL","TPP","PRIVATE","****","****","LANDING","PRIVATE","SUBSTANTIAL",NA,"SERIOUS INCIDENT","ABOUT LANDING GEAR","TOLEDO","PR","BRAZIL","SBTD","2012-05-23","11:35:00","YES","SERIPA-5","FINISHED","",1,"2016-06-03",0,1,NA
45894,8530,"PTLEZ",386,"AIRPLANE","CESSNA AIRCRAFT","U206G","PISTON",1,3600,6,1977,"BRAZIL","TPX","AEROTAXI","****","****","FINAL APPROXIMATION","AEROTAXI","SUBSTANTIAL",NA,"ACCIDENT","COLLISION AGAINST OBSTACLE DURING THE FLIGHT","AFUÁ","PA","BRAZIL","****","2012-05-16","12:10:00","YES","SERIPA-1","IN PROGRESS","UNDEFINED",NA,"",0,1,NA
45899,7088,"PPRSI",260,"AIRPLANE","PIPER AIRCRAFT","J3C-65","PISTON",1,1219,2,1945,"BRAZIL","PRI","INSTRUCTION","****","****","TAKEOFF","INSTRUCTION","SUBSTANTIAL",NA,"ACCIDENT","LOSS OF CONTROL ON THE GROUND","RIO CLARO","SP","BRAZIL","SDRK","2012-06-03","19:40:00","YES","SERIPA-4","FINISHED","",1,"2014-07-21",0,1,NA
45900,13006,"PTKRF",283,"AIRPLANE","PIPER AIRCRAFT","PA-28R-200","PISTON",1,2645,4,1975,"BRAZIL","PRI","INSTRUCTION","SBMT","SBMT","LOW ALTITUDE NAVIGATION","INSTRUCTION","DESTROYED",1,"ACCIDENT","COLLISION AGAINST OBSTACLE DURING THE FLIGHT","SÃO PAULO","SP","BRAZIL","SBMT","2012-06-02","12:29:00","YES","SERIPA-4","FINISHED","",1,"2014-04-23",1,1,NA
45901,7007,"PTISU",4787,"AIRPLANE","PIPER AIRCRAFT","PA-28R-200","PISTON",1,2599,4,1973,"BRAZIL","TPX","AEROTAXI","SISO","SBJC","LANDING","AEROTAXI","SUBSTANTIAL",NA,"ACCIDENT","ANOTHER TYPES","BELÉM","PA","BRAZIL","SBJC","2012-06-01","15:08:00","YES","SERIPA-1","IN PROGRESS","UNDEFINED",NA,"",0,1,NA
45902,13008,"PTJEO",251,"AIRPLANE","PIPER AIRCRAFT","PA-28-140","PISTON",1,2149,4,1974,"BRAZIL","PRI","INSTRUCTION","****","****","RUSH IN THE AIR","INSTRUCTION","SUBSTANTIAL",NA,"ACCIDENT","LOSS OF CONTROL IN THE AIR","PONTA GROSSA","PR","BRAZIL","SSZW","2012-05-28","20:25:00","YES","SERIPA-5","FINISHED","",1,"2013-11-13",0,1,NA
45912,11277,"PTOND",4468,"AIRPLANE","CESSNA AIRCRAFT","U206G","PISTON",1,3600,6,1982,"BRAZIL","TPX","AEROTAXI","****","****","TAKEOFF","AEROTAXI","SUBSTANTIAL",NA,"SERIOUS INCIDENT","LOSS OF CONTROL ON THE GROUND","MUCAJAÍ","RR","BRAZIL","SWMV","2012-05-04","19:30:00","YES","SERIPA-7","FINISHED","",1,"2014-10-02",0,1,NA
45913,10998,"PTRZQ",3992,"AIRPLANE","NEIVA INDUSTRIA AERONAUTICA","EMB-712","PISTON",1,2550,4,0,"BRAZIL","TPP","PRIVATE","****","****","ASCENSION","PRIVATE","SUBSTANTIAL",NA,"ACCIDENT","ENGINE FAILURE DURING THE FLIGHT","ALCÂNTARA","MA","BRAZIL","****","2012-05-25","20:45:00","YES","SERIPA-1","IN PROGRESS","UNDEFINED",NA,"",0,1,NA
45914,13021,"PROMV",3897,"HELICOPTER","EUROCOPTER FRANCE","EC 225 LP","TURBOSHAFT",2,24250,21,2012,"BRAZIL","TPX","AEROTAXI","SBCB","SBME","TAXI","AEROTAXI","SUBSTANTIAL",NA,"ACCIDENT","LOSS OF CONTROL ON THE GROUND","MACAÉ","RJ","BRAZIL","SBME","2012-06-06","21:35:00","YES","SERIPA-3","IN PROGRESS","",NA,"",0,1,NA
45927,13030,"PTDMC",3992,"AIRPLANE","SOCATA","ST-10","PISTON",1,2689,4,1970,"BRAZIL","TPP","PRIVATE","SDCO","SDTF","LANDING","PRIVATE","SUBSTANTIAL",NA,"ACCIDENT","ABOUT LANDING GEAR","TATUÍ","SP","BRAZIL","SDTF","2012-05-26","12:30:00","YES","SERIPA-4","FINISHED","",1,"2014-08-15",0,1,NA
45928,13031,"PTAJW",3992,"AIRPLANE","BEECH AIRCRAFT","95-B55","PISTON",2,5000,6,1973,"BRAZIL","TPP","PRIVATE","****","****","LANDING","PRIVATE","SUBSTANTIAL",NA,"ACCIDENT","FIRE ON THE GROUND","DELTA","MG","BRAZIL","****","2012-05-27","14:00:00","YES","SERIPA-3","FINISHED","",NA,"",0,1,NA
45929,10559,"PTNYV",3597,"AIRPLANE","NEIVA INDUSTRIA AERONAUTICA","EMB-712","PISTON",1,2550,4,1982,"BRAZIL","PRI","INSTRUCTION","SBBH","SBPR","LANDING","INSTRUCTION","SUBSTANTIAL",NA,"ACCIDENT","SLOW LANDING","BELO HORIZONTE","MG","BRAZIL","SBPR","2012-05-26","11:00:00","YES","SERIPA-3","FINISHED","",1,"2015-11-30",0,1,1
45930,11368,"PRJLL",3992,"HELICOPTER","HELIBRAS","AS 350 B2","TURBOSHAFT",1,4960,6,2006,"BRAZIL","TPP","PRIVATE","****","****","FINAL APPROXIMATION","PRIVATE","SUBSTANTIAL",NA,"ACCIDENT","ANOTHER TYPES","AQUIRAZ","CE","BRAZIL","****","2011-12-29","12:00:00","YES","SERIPA-2","IN PROGRESS","",NA,"",0,1,NA
45931,13034,"PTCRG",223,"AIRPLANE","CESSNA AIRCRAFT","150F","PISTON",1,1600,2,1966,"BRAZIL","PRI","INSTRUCTION","****","****","RUN AFTER LANDING","INSTRUCTION","SUBSTANTIAL",NA,"SERIOUS INCIDENT","ABOUT LANDING GEAR","BELO HORIZONTE","MG","BRAZIL","SBPR","2012-06-12","18:40:00","YES","SERIPA-3","FINISHED","",1,"2013-11-13",0,1,NA
45932,13035,"PRCMF",3992,"AIRPLANE","HAWKER BEECHCRAFT","C90GT","TURBOPROP",2,10099,7,2006,"BRAZIL","TPP","PRIVATE","****","****","RUN AFTER LANDING","PRIVATE","SUBSTANTIAL",NA,"SERIOUS INCIDENT","ABOUT LANDING GEAR","GOIÂNIA","GO","BRAZIL","SBGO","2012-06-06","14:05:00","YES","SERIPA-6","IN PROGRESS","UNDEFINED",NA,"",0,1,1
45933,13036,"PRHDD",3992,"HELICOPTER","ROBINSON HELICOPTER","R44","PISTON",1,2398,4,2001,"BRAZIL","TPP","PRIVATE","SWKC","SWRD","LANDING","PRIVATE","SUBSTANTIAL",NA,"ACCIDENT","ENGINE FAILURE DURING THE FLIGHT","BARÃO DE MELGAÇO","MT","BRAZIL","****","2012-06-05","20:30:00","YES","SERIPA-6","FINISHED","",1,"2014-08-15",0,1,NA
45934,13037,"PTYCN",3992,"HELICOPTER","BELL HELICOPTER","206B","TURBOSHAFT",1,3198,5,1973,"BRAZIL","TPP","PRIVATE","****","****","GROUND OPERATION","PRIVATE","LIGHT",1,"ACCIDENT","ANOTHER TYPES","PAÇO DO LUMIAR","MA","BRAZIL","SJHR","2012-06-14","19:40:00","YES","SERIPA-1","FINISHED","",1,"2013-08-22",2,1,NA
45936,13039,"PTEKM",3992,"AIRPLANE","NEIVA INDUSTRIA AERONAUTICA","EMB-721C","PISTON",1,3600,6,1977,"BRAZIL","TPP","PRIVATE","SWSI","SIZX","TAKEOFF","PRIVATE","LIGHT",NA,"ACCIDENT","ENGINE FAILURE DURING THE FLIGHT","SINOP","MT","BRAZIL","****","2012-06-13","11:50:00","YES","SERIPA-6","IN PROGRESS","UNDEFINED",NA,"",0,1,NA
45937,13040,"PTWBJ",4856,"AIRPLANE","NEIVA INDUSTRIA AERONAUTICA","EMB-720D","PISTON",1,3600,7,1989,"BRAZIL","TPX","AEROTAXI","SWXV","SWEK","LANDING","PRIVATE","SUBSTANTIAL",NA,"ACCIDENT","SLOW LANDING","CANARANA","MT","BRAZIL","SWEK","2012-06-22","14:00:00","YES","SERIPA-6","FINISHED","",1,"2013-11-27",0,1,1
45938,13041,"PRIOP",3992,"AIRPLANE","CESSNA AIRCRAFT","172RG","PISTON",1,2649,4,1980,"BRAZIL","TPP","PRIVATE","SWGI","****","LANDING","PRIVATE","SUBSTANTIAL",NA,"ACCIDENT","SLOW LANDING","ALTO HORIZONTE","GO","BRAZIL","****","2012-06-20","16:15:00","YES","SERIPA-6","FINISHED","",NA,"",0,1,NA
45939,13042,"PTUKJ",4773,"AIRPLANE","NEIVA INDUSTRIA AERONAUTICA","EMB-202","PISTON",1,3968,1,1987,"BRAZIL","SAE-AG","AGRICULTURAL","****","****","SPECIALIZED","AGRICULTURAL","SUBSTANTIAL",NA,"ACCIDENT","LOSS OF CONTROL IN THE AIR","UMUARAMA","PR","BRAZIL","****","2012-05-30","19:00:00","YES","SERIPA-5","IN PROGRESS","",NA,"",0,1,NA
45940,13043,"PTBIN",3992,"AIRPLANE","CESSNA AIRCRAFT","182C","PISTON",1,2649,4,0,"BRAZIL","TPP","PRIVATE","****","****","UNKNOWN","PRIVATE","DESTROYED",1,"ACCIDENT","UNKNOWN","ALTO ALEGRE","RR","BRAZIL","****","2010-06-09","13:00:00","YES","SERIPA-7","IN PROGRESS","UNDEFINED",NA,"",0,1,NA
45941,13044,"PTALN",3992,"AIRPLANE","MOONEY AIRCRAFT","M20TN","PISTON",1,3368,4,2007,"BRAZIL","TPP","PRIVATE","****","****","LANDING","PRIVATE","SUBSTANTIAL",NA,"SERIOUS INCIDENT","ENGINE FAILURE DURING THE FLIGHT","SALTO DE PIRAPORA","SP","BRAZIL","SDBN","2012-05-25","20:15:00","YES","SERIPA-4","IN PROGRESS","UNDEFINED",NA,"",0,1,1
45942,25456,"PTKID",3992,"AIRPLANE","CESSNA AIRCRAFT","182P","PISTON",1,2949,4,1974,"BRAZIL","TPP","PRIVATE","****","****","TAKEOFF","PRIVATE","SUBSTANTIAL",NA,"SERIOUS INCIDENT","ABOUT LANDING GEAR","ARARAS","SP","BRAZIL","SDAA","2012-06-19","13:40:00","YES","SERIPA-4","IN PROGRESS","UNDEFINED",NA,"",0,1,NA
46024,13073,"PPFKW",313,"AIRPLANE","AERO BOERO","AB-115","PISTON",1,1697,2,1990,"BRAZIL","PRI","INSTRUCTION","SBBI","****","TAKEOFF","INSTRUCTION","NONE",NA,"SERIOUS INCIDENT","LOSS OF CONTROL ON THE GROUND","CURITIBA","PR","BRAZIL","SBBI","2012-07-01","11:05:00","YES","SERIPA-5","FINISHED","",1,"2014-10-02",0,1,1
46026,5991,"PTICD",3992,"AIRPLANE","MITSUBISHI","MU-2B-20","TURBOPROP",2,9920,7,1972,"BRAZIL","TPP","PRIVATE","SBBR","SIQE","LANDING","PRIVATE","SUBSTANTIAL",NA,"SERIOUS INCIDENT","LANDING BEFORE THE TRACK AREA","BRASÍLIA","DF","BRAZIL","SIQE","2012-06-22","12:30:00","YES","SERIPA-6","FINISHED","",1,"2015-05-15",1,1,NA
46038,6755,"PPGJA",153,"AIRPLANE","PIPER AIRCRAFT","PA-18","PISTON",1,1499,2,1982,"BRAZIL","PRI","INSTRUCTION","SBBU","SBBU","RUN AFTER LANDING","INSTRUCTION","SUBSTANTIAL",NA,"ACCIDENT","LOSS OF CONTROL ON THE GROUND","BAURU","SP","BRAZIL","SBBU","2012-06-29","17:50:00","YES","SERIPA-4","FINISHED","",1,"2013-12-18",0,1,1
46042,13086,"PRARZ",3992,"AIRPLANE","CESSNA AIRCRAFT","208B","TURBOPROP",1,8747,11,2003,"BRAZIL","TPP","PRIVATE","SNMJ","SBJD","CRUISE","PRIVATE","NONE",NA,"SERIOUS INCIDENT","ENGINE FAILURE DURING THE FLIGHT","ARACATU","BA","BRAZIL","****","2012-07-02","10:45:00","YES","SERIPA-2","FINISHED","",1,"2015-05-15",3,1,NA
46043,13087,"PTBET",1934,"AIRPLANE","CESSNA AIRCRAFT","310B","PISTON",2,4700,4,1958,"BRAZIL","PRI","INSTRUCTION","****","****","LANDING","INSTRUCTION","SUBSTANTIAL",NA,"SERIOUS INCIDENT","ABOUT LANDING GEAR","MARICÁ","RJ","BRAZIL","SDMC","2012-06-30","14:05:00","YES","SERIPA-3","FINISHED","",1,"2014-08-15",0,1,1
46045,13089,"PRSMH",3992,"AIRPLANE","CESSNA AIRCRAFT","T210L","PISTON",1,3800,6,1973,"BRAZIL","TPP","PRIVATE","SJVO","****","CRUISE","PRIVATE","SUBSTANTIAL",2,"ACCIDENT","FUEL STARVATION","PRATA","MG","BRAZIL","****","2012-06-30","23:00:00","YES","SERIPA-3","FINISHED","",NA,"",0,1,NA
46048,11913,"PRJHM",2176,"AIRPLANE","BEECH AIRCRAFT","58","PISTON",2,5399,6,1973,"BRAZIL","TPX","AEROTAXI","SBBH","SBGR","RUN AFTER LANDING","AEROTAXI","SUBSTANTIAL",NA,"ACCIDENT","TIRE BURST","GUARULHOS","SP","BRAZIL","SBGR","2012-04-24","16:40:00","YES","SERIPA-4","IN PROGRESS","UNDEFINED",NA,"",0,1,1
46049,13093,"PPMZZ",1576,"HELICOPTER","EUROCOPTER DEUTSCHLAND","EC 135T1","TURBOSHAFT",2,6250,7,1998,"BRAZIL","D07","MULTIPLE","****","****","FINAL APPROXIMATION","AEROTAXI","LIGHT",NA,"SERIOUS INCIDENT","COLLISION AGAINST OBSTACLE DURING THE FLIGHT","ITAPIRANGA","AM","BRAZIL","****","2012-05-23","20:20:00","YES","SERIPA-7","FINISHED","",1,"2015-04-24",1,1,NA
46073,34598,"N342AN",630,"AIRPLANE","BOEING COMPANY","767-328","JET",2,411999,0,0,"USA","***","UNKNOWN","****","****","ASCENSION","UNKNOWN","LIGHT",NA,"SERIOUS INCIDENT","ENGINE FAILURE DURING THE FLIGHT","GUARULHOS","SP","BRAZIL","****","2012-07-03","02:55:00","YES","CENIPA","IN PROGRESS","UNDEFINED",NA,"",0,1,NA
46092,13110,"PTOQR",3992,"AIRPLANE","CESSNA AIRCRAFT","208","TURBOPROP",1,8000,10,1992,"BRAZIL","TPP","PRIVATE","****","****","CRUISE","PRIVATE","SUBSTANTIAL",1,"ACCIDENT","PEOPLE LAUNCH","BOITUVA","SP","BRAZIL","****","2012-07-09","17:00:00","YES","SERIPA-4","FINISHED","",1,"2014-02-17",7,1,NA
46093,2919,"PTENG",3671,"AIRPLANE","EMBRAER","EMB-820C NAVAJO","TURBOPROP",2,6999,5,1977,"BRAZIL","SAE-AL","SPECIALIZED","SNGI","SNBR","LOW ALTITUDE NAVIGATION","SPECIALIZED","DESTROYED",1,"ACCIDENT","FUEL STARVATION","ESPINOSA","MG","BRAZIL","****","2012-07-06","13:40:00","YES","SERIPA-3","IN PROGRESS","",NA,"",0,1,NA
46094,13112,"PTKGM",3992,"AIRPLANE","BEECH AIRCRAFT","V35B","PISTON",1,3399,5,1974,"BRAZIL","TPP","PRIVATE","SBUR","SWRD","RUN AFTER LANDING","PRIVATE","LIGHT",NA,"ACCIDENT","LOSS OF CONTROL ON THE GROUND","ALTO GARÇAS","MT","BRAZIL","****","2012-07-07","14:30:00","YES","SERIPA-6","FINISHED","",1,"2013-11-27",0,1,1
46095,13113,"PUIRZ",3992,"ULTRALIGHT","***","VIMANA R-12","PISTON",1,1146,2,2007,"BRAZIL","PET","EXPERIMENTAL","****","****","TAKEOFF","EXPERIMENTAL","DESTROYED",2,"ACCIDENT","LOSS OF CONTROL IN THE AIR","NOVA UBIRATÃ","MT","BRAZIL","****","2012-07-04","14:35:00","UNKNOWN","SERIPA-6","","",NA,"",0,1,NA
46152,11398,"PTMAB",965,"AIRPLANE","EMBRAER","EMB-121A1","TURBOPROP",2,12500,7,1979,"BRAZIL","TPX","AEROTAXI","SBBH","SDAG","LOW ALTITUDE NAVIGATION","AEROTAXI","DESTROYED",3,"ACCIDENT","TERRAIN COLLISION","ANGRA DOS REIS","RJ","BRAZIL","****","2012-07-12","20:15:00","YES","SERIPA-3","IN PROGRESS","",NA,"",0,1,NA
46153,13132,"PUJGA",3992,"ULTRALIGHT","FABRICACAO PROPRIA","EXPERIMENT","PISTON",1,0,0,0,"BRAZIL","PET","EXPERIMENTAL","****","****","TAKEOFF","EXPERIMENTAL","DESTROYED",2,"ACCIDENT","LOSS OF CONTROL IN THE AIR","UAUÁ","BA","BRAZIL","****","2012-07-14","14:40:00","UNKNOWN","SERIPA-2","","",NA,"",0,1,NA
46154,13133,"PRORV",3992,"AIRPLANE","CESSNA AIRCRAFT","T210M","PISTON",1,3800,6,1978,"BRAZIL","TPP","PRIVATE","SBUR","SBBR","TAKEOFF","PRIVATE","SUBSTANTIAL",NA,"SERIOUS INCIDENT","ABOUT LANDING GEAR","UBERABA","MG","BRAZIL","SBUR","2012-07-12","19:32:00","YES","SERIPA-3","FINISHED","",1,"2015-02-09",0,1,NA
46170,13148,"PPFJF",154,"GLIDER","INDÚSTRIA PARANAENSE DE ESTRUTURAS","IPE-02B","WITHOUT TRACTION",0,1245,2,1989,"BRAZIL","PRI","INSTRUCTION","SDBB","SDBB","FINAL APPROXIMATION","INSTRUCTION","SUBSTANTIAL",1,"ACCIDENT","FLIGHT COMMANDS","BEBEDOURO","SP","BRAZIL","SDBB","2012-07-22","16:00:00","YES","SERIPA-4","IN PROGRESS","UNDEFINED",NA,"",0,1,NA
46171,4142,"PPGQV",1934,"AIRPLANE","AERO BOERO","AB-115","PISTON",1,1697,2,1993,"BRAZIL","PRI","INSTRUCTION","****","****","ASCENSION","INSTRUCTION","SUBSTANTIAL",NA,"ACCIDENT","SYSTEM / COMPONENT FAILURE","MARICÁ","RJ","BRAZIL","****","2012-07-24","19:15:00","YES","SERIPA-3","FINISHED","",1,"2013-10-21",0,1,NA
46172,13150,"PRLDS",3208,"AIRPLANE","PIPER AIRCRAFT","PA-31","PISTON",2,6728,3,1973,"BRAZIL","SAE-AL","SPECIALIZED","SBJR","SBJR","FINAL STRETCH","SPECIALIZED","DESTROYED",NA,"ACCIDENT","FUEL STARVATION","RIO DE JANEIRO","RJ","BRAZIL","****","2012-07-24","19:10:00","YES","SERIPA-3","IN PROGRESS","UNDEFINED",NA,"",0,1,NA
46173,13151,"PTIOR",3992,"AIRPLANE","PIPER AIRCRAFT","PA-28-140","PISTON",1,2149,4,1971,"BRAZIL","TPP","PRIVATE","SDPN","SNAG","CRUISE","PRIVATE","SUBSTANTIAL",NA,"ACCIDENT","ENGINE FAILURE DURING THE FLIGHT","IPIGUÁ","SP","BRAZIL","****","2012-07-26","16:30:00","YES","SERIPA-4","IN PROGRESS","UNDEFINED",NA,"",0,1,NA
46178,13152,"PTUYP",3992,"AIRPLANE","EMBRAER","EMB-202A","PISTON",1,3968,1,2010,"BRAZIL","TPP","PRIVATE","****","****","LANDING","AGRICULTURAL","SUBSTANTIAL",NA,"ACCIDENT","LOSS OF CONTROL ON THE GROUND","GENERAL CARNEIRO","MT","BRAZIL","****","2012-07-07","09:20:00","YES","SERIPA-6","FINISHED","",NA,"",0,1,NA
46179,9821,"PPGLS",280,"AIRPLANE","AERO BOERO","AB-115","PISTON",1,1697,3,1992,"BRAZIL","PRI","INSTRUCTION","SBSR","SILT","TAKEOFF","INSTRUCTION","SUBSTANTIAL",NA,"ACCIDENT","LOSS OF CONTROL ON THE GROUND","SANTA FÉ DO SUL","SP","BRAZIL","SILT","2012-07-16","12:00:00","YES","SERIPA-4","FINISHED","",1,"2013-12-18",0,1,NA
46180,13154,"PRRMZ",3992,"HELICOPTER","ROBINSON HELICOPTER","R44 II","PISTON",1,2500,4,2010,"BRAZIL","TPP","PRIVATE","****","****","UNKNOWN","PRIVATE","LIGHT",NA,"ACCIDENT","UNKNOWN","AURIFLAMA","SP","BRAZIL","****","2012-06-16","19:30:00","YES","SERIPA-4","IN PROGRESS","UNDEFINED",NA,"",0,1,NA
46181,13155,"PPMEO",3992,"AIRPLANE","CESSNA AIRCRAFT","525A","JET",2,12500,10,2007,"BRAZIL","TPP","PRIVATE","****","****","RUN AFTER LANDING","PRIVATE","NONE",NA,"SERIOUS INCIDENT","LOSS OF CONTROL ON THE GROUND","JUNDIAÍ","SP","BRAZIL","SBJD","2012-07-23","18:55:00","YES","SERIPA-4","IN PROGRESS","UNDEFINED",NA,"",0,1,NA
46187,13156,"PRRVC",3992,"HELICOPTER","HELIBRAS","AS 350 B3","TURBOSHAFT",1,4960,6,2012,"BRAZIL","TPP","PRIVATE","SNPC","****","CRUISE","PRIVATE","LIGHT",NA,"SERIOUS INCIDENT","ABOUT ROTOR","BARRO DURO","PI","BRAZIL","****","2012-07-21","11:35:00","YES","SERIPA-2","FINISHED","",1,"2014-09-02",4,1,NA
46188,13157,"PREJI",1821,"AIRPLANE","CESSNA AIRCRAFT","152","PISTON",1,1673,2,1980,"BRAZIL","PRI","INSTRUCTION","****","****","RUN AFTER LANDING","INSTRUCTION","NONE",NA,"SERIOUS INCIDENT","LOSS OF CONTROL ON THE GROUND","JUNDIAÍ","SP","BRAZIL","SBJD","2012-07-29","14:46:00","YES","SERIPA-4","IN PROGRESS","UNDEFINED",NA,"",0,1,NA
46199,13168,"PRHRY",3992,"HELICOPTER","BELL HELICOPTER","212","TURBOSHAFT",2,11199,16,1992,"BRAZIL","TPP","PRIVATE","****","****","FINAL APPROXIMATION","PRIVATE","SUBSTANTIAL",NA,"ACCIDENT","FUEL STARVATION","TEFÉ","AM","BRAZIL","****","2012-08-05","15:00:00","YES","SERIPA-7","FINISHED","",1,"2013-07-26",3,1,NA
46200,13169,"PRLTB",193,"AIRPLANE","CESSNA AIRCRAFT","150L","PISTON",1,1600,2,1972,"BRAZIL","PRI","INSTRUCTION","SWNV","SWNV","TRAFFIC CIRCUIT","INSTRUCTION","SUBSTANTIAL",NA,"ACCIDENT","ENGINE FAILURE DURING THE FLIGHT","GOIÂNIA","GO","BRAZIL","SWNV","2012-08-02","12:40:00","YES","SERIPA-6","FINISHED","",1,"2015-07-15",0,1,NA
46201,13170,"PTKGC",4468,"AIRPLANE","CESSNA AIRCRAFT","U206F","PISTON",1,3600,6,1974,"BRAZIL","TPX","AEROTAXI","SWUQ","SDMG","RUN AFTER LANDING","AEROTAXI","SUBSTANTIAL",NA,"ACCIDENT","ABOUT LANDING GEAR","ALTO ALEGRE","RR","BRAZIL","****","2012-08-01","16:20:00","YES","SERIPA-7","FINISHED","",1,"2014-08-15",1,1,NA
46202,13171,"PRDOC",3992,"AIRPLANE","HAWKER BEECHCRAFT","B200","TURBOPROP",2,12500,11,2008,"BRAZIL","TPP","PRIVATE","SBBH","SBJF","FINAL APPROXIMATION","PRIVATE","DESTROYED",8,"ACCIDENT","TERRAIN COLLISION","JUIZ DE FORA","MG","BRAZIL","****","2012-07-28","10:45:00","YES","SERIPA-3","FINISHED","",1,"2014-07-15",1,1,NA
46209,13172,"PTVQW",3992,"AIRPLANE","NEIVA INDUSTRIA AERONAUTICA","EMB-810D","PISTON",2,4750,6,1993,"BRAZIL","TPP","PRIVATE","****","****","TAKEOFF","PRIVATE","SUBSTANTIAL",NA,"SERIOUS INCIDENT","ANOTHER TYPES","ALTAMIRA","PA","BRAZIL","****","2012-08-04","10:10:00","YES","SERIPA-1","FINISHED","",1,"2013-10-21",2,1,NA
46253,13195,"PRODM",3992,"AIRPLANE","BEECH AIRCRAFT","58","PISTON",2,5399,0,1975,"BRAZIL","TPP","PRIVATE","SDTB","SDTB","TAKEOFF","PRIVATE","SUBSTANTIAL",NA,"ACCIDENT","SYSTEM / COMPONENT FAILURE","ATIBAIA","SP","BRAZIL","SDTB","2012-08-16","14:45:00","YES","SERIPA-4","IN PROGRESS","UNDEFINED",NA,"",0,1,NA
46255,13197,"PTNKA",3992,"AIRPLANE","NEIVA INDUSTRIA AERONAUTICA","EMB-711C","PISTON",1,2649,4,1977,"BRAZIL","TPP","PRIVATE","****","****","CRUISE","PRIVATE","DESTROYED",NA,"ACCIDENT","AIRCRAFTS COLLISION IN THE AIR","SANTA BÁRBARA D'OESTE","SP","BRAZIL","****","2012-08-18","12:40:00","YES","SERIPA-4","IN PROGRESS","UNDEFINED",NA,"",0,2,NA
46255,13196,"PTNIR",3992,"AIRPLANE","NEIVA INDUSTRIA AERONAUTICA","EMB-711C","PISTON",1,2649,4,1976,"BRAZIL","TPP","PRIVATE","SDAM","SDBN","CRUISE","PRIVATE","DESTROYED",2,"ACCIDENT","AIRCRAFTS COLLISION IN THE AIR","SANTA BÁRBARA D'OESTE","SP","BRAZIL","****","2012-08-18","12:40:00","YES","SERIPA-4","IN PROGRESS","UNDEFINED",NA,"",0,2,NA
46256,2844,"PTHZE",1814,"HELICOPTER","HELIBRAS","HB-350B","TURBOSHAFT",1,4299,6,1980,"BRAZIL","PRI","INSTRUCTION","SBPR","SBPR","FINAL APPROXIMATION","INSTRUCTION","DESTROYED",NA,"ACCIDENT","LANDING BEFORE THE TRACK AREA","BELO HORIZONTE","MG","BRAZIL","SBPR","2012-08-20","17:30:00","YES","SERIPA-3","IN PROGRESS","",NA,"",0,1,NA
46257,9075,"PTWEX",1378,"AIRPLANE","NEIVA INDUSTRIA AERONAUTICA","EMB-810D","PISTON",2,4750,7,1988,"BRAZIL","TPX","AEROTAXI","SBTT","SBTF","CRUISE","AEROTAXI","SUBSTANTIAL",NA,"ACCIDENT","ENGINE FAILURE DURING THE FLIGHT","JURUÁ","AM","BRAZIL","****","2012-08-21","18:50:00","YES","SERIPA-7","FINISHED","",1,"2014-07-21",0,1,NA
46258,8343,"PTYPY",3992,"HELICOPTER","ROBINSON HELICOPTER","R44","PISTON",1,2398,4,1997,"BRAZIL","TPP","PRIVATE","SBMT","SBMT","CRUISE","PRIVATE","SUBSTANTIAL",NA,"ACCIDENT","FLIGHT COMMANDS","ITAQUAQUECETUBA","SP","BRAZIL","****","2012-08-19","18:05:00","YES","SERIPA-4","FINISHED","",1,"2015-03-06",0,1,NA
